Date,Max EU price,Min EU price,Austria,Belgium,Bulgaria,Croatia,Czechia,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Latvia,Lithuania,Luxembourg,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Grain,popup_date
2023-09-28,115.35,9.92,112.81,101.04,112.84,112.05,112.73,66.93,90.21,26.32,94.84,113.94,114.28,112.99,,114.06,90.21,90.21,113.94,109.68,110.11,9.92,110.5,115.35,112.84,112.11,112.78,111.45,114.0,10.09,103.09,Daily (1 year),28 Sep 23 (Thu)
2023-09-29,130.85,3.8,103.93,95.71,106.63,104.45,104.63,58.99,92.97,3.8,94.13,104.17,106.56,104.81,,130.85,92.97,92.97,104.17,99.25,108.09,11.15,108.23,119.63,106.63,104.44,105.03,103.8,119.63,3.8,100.58,Daily (1 year),29 Sep 23 (Fri)
2023-09-30,111.07,-0.37,92.05,90.11,91.68,92.0,92.03,34.27,76.41,1.15,89.11,92.21,97.62,92.1,,111.07,76.41,76.41,92.21,91.97,108.09,4.58,99.3,104.74,91.68,91.49,91.96,91.91,104.74,-0.37,90.15,Daily (1 year),30 Sep 23 (Sat)
2023-10-01,97.84,1.2,73.22,69.62,73.22,72.97,73.56,73.3,59.34,3.14,67.82,73.68,76.97,73.28,,93.56,59.34,59.34,73.68,72.8,78.22,10.42,87.09,97.84,73.22,75.43,73.39,72.78,95.51,1.2,74.43,Daily (1 year),01 Oct 23 (Sun)
2023-10-01,134.21,26.03,99.2,86.34,106.81,104.01,94.27,58.66,87.49,37.7,84.2,87.32,111.16,104.87,,134.21,87.49,87.49,87.32,90.19,107.67,30.11,95.38,89.55,105.98,106.12,102.66,103.42,89.84,26.03,105.45,Monthly,Oct 23
2023-10-02,148.1,15.53,117.88,114.31,104.94,116.11,118.36,118.32,148.1,101.41,109.14,118.32,104.01,118.17,,120.81,148.1,148.1,118.32,117.66,107.53,15.53,119.31,115.36,104.94,110.01,118.42,116.66,115.36,15.85,110.67,Daily (1 year),02 Oct 23 (Mon)
2023-10-03,136.28,4.21,77.38,35.91,77.59,77.11,60.83,9.78,65.74,43.95,47.35,16.29,80.45,76.42,,136.28,65.74,65.74,16.29,64.13,77.18,4.5,54.37,104.53,77.59,72.77,74.53,77.77,103.29,4.21,91.92,Daily (1 year),03 Oct 23 (Tue)
2023-10-04,117.66,1.55,82.75,75.85,90.45,88.45,80.27,1.62,57.09,32.08,78.13,74.79,104.57,90.08,,117.66,57.09,57.09,74.79,76.53,88.46,1.55,67.5,103.79,90.45,87.35,86.95,87.57,103.79,1.58,96.97,Daily (1 year),04 Oct 23 (Wed)
2023-10-05,115.67,8.59,106.05,96.52,108.82,106.71,104.19,51.57,75.36,8.59,93.44,102.14,113.96,107.98,,115.67,75.36,75.36,102.14,100.99,102.7,8.94,90.92,105.2,108.82,106.2,107.83,105.9,105.2,10.7,103.57,Daily (1 year),05 Oct 23 (Thu)
2023-10-06,131.87,3.36,93.51,76.12,112.2,105.58,81.72,4.35,85.56,4.13,80.38,64.43,116.65,111.24,,131.87,85.56,85.56,64.43,72.75,102.38,3.36,87.19,105.28,112.2,102.63,104.36,103.09,105.28,3.84,90.66,Daily (1 year),06 Oct 23 (Fri)
2023-10-07,122.4,-1.09,60.97,52.81,66.71,65.52,55.23,27.31,7.62,-1.09,53.37,50.84,72.24,67.6,,122.4,7.62,7.62,50.84,53.19,67.99,3.85,42.24,99.63,66.71,69.33,67.32,64.62,99.63,-1.09,80.74,Daily (1 year),07 Oct 23 (Sat)
2023-10-08,104.64,2.67,90.06,90.69,83.87,89.32,90.38,89.71,14.93,2.73,89.1,92.19,90.85,88.18,,101.04,14.93,14.93,92.19,92.6,77.19,14.02,75.35,104.64,83.87,80.24,87.52,89.37,104.64,2.67,92.29,Daily (1 year),08 Oct 23 (Sun)
2023-10-09,133.23,37.46,119.22,115.23,125.92,124.12,120.18,117.1,115.25,88.26,115.48,117.1,124.35,124.49,,129.67,115.25,115.25,117.1,115.06,106.97,37.46,133.23,121.15,125.92,120.29,125.29,124.19,121.15,72.54,119.68,Daily (1 year),09 Oct 23 (Mon)
2023-10-10,142.12,26.11,123.36,101.11,137.14,134.25,116.99,71.59,121.63,63.11,101.79,107.58,137.05,136.59,,142.12,121.63,121.63,107.58,102.01,107.36,26.11,125.92,125.55,137.14,132.54,128.97,133.52,125.74,44.47,114.27,Daily (1 year),10 Oct 23 (Tue)
2023-10-11,150.49,-1.58,101.2,79.55,126.47,125.02,84.61,5.8,60.94,-1.58,82.82,62.79,120.28,123.76,,150.49,60.94,60.94,62.79,71.4,121.36,3.88,80.21,123.74,126.47,118.9,108.59,125.27,123.74,-1.58,112.39,Daily (1 year),11 Oct 23 (Wed)
2023-10-12,147.81,-2.49,125.88,127.65,127.18,128.9,126.13,66.91,54.13,-2.49,126.89,125.95,122.07,128.19,,147.81,54.13,54.13,125.95,130.68,129.77,19.38,119.46,121.65,128.39,136.55,126.89,129.35,121.58,-2.49,138.8,Daily (1 year),12 Oct 23 (Thu)
2023-10-13,158.7,9.67,109.74,58.38,134.33,130.69,86.49,31.86,92.82,11.2,59.7,58.37,134.96,136.85,,158.7,92.82,92.82,58.37,60.68,133.49,16.75,88.01,119.53,134.33,135.16,128.94,127.58,119.53,9.67,120.19,Daily (1 year),13 Oct 23 (Fri)
2023-10-14,152.44,-2.28,83.74,41.75,85.76,86.29,47.62,-0.58,20.06,-2.28,43.59,27.51,101.84,84.9,,152.44,20.06,20.06,27.51,43.9,118.3,2.24,27.58,135.11,85.76,96.75,78.21,87.01,135.11,-2.28,123.55,Daily (1 year),14 Oct 23 (Sat)
2023-10-15,139.9,-2.34,68.86,63.21,74.42,70.61,56.68,7.89,29.85,-2.34,58.92,47.08,93.81,74.35,,139.9,29.85,29.85,47.08,66.77,98.39,11.22,24.27,132.11,73.25,74.69,74.48,69.11,132.11,-2.34,113.87,Daily (1 year),15 Oct 23 (Sun)
2023-10-16,174.99,4.89,135.37,137.99,133.49,136.71,134.86,96.74,110.51,4.89,134.95,135.41,131.67,133.11,,174.99,110.51,110.51,135.41,141.89,142.48,34.87,122.03,136.57,133.49,134.12,132.28,138.26,139.56,17.72,153.66,Daily (1 year),16 Oct 23 (Mon)
2023-10-17,170.14,37.26,135.12,111.5,170.14,143.75,132.3,114.58,105.17,98.37,106.8,127.5,165.93,141.83,,160.22,105.17,105.17,127.5,119.53,145.91,37.26,134.25,101.87,170.14,152.98,135.85,140.26,102.3,38.75,135.43,Daily (1 year),17 Oct 23 (Tue)
2023-10-18,151.73,35.45,107.8,61.32,128.05,116.28,103.05,69.17,92.54,35.45,57.97,92.72,127.38,119.59,,151.73,92.54,92.54,92.72,74.15,139.43,35.83,113.8,57.87,128.05,139.51,114.37,112.93,57.74,41.41,122.16,Daily (1 year),18 Oct 23 (Wed)
2023-10-19,151.34,8.36,111.29,92.83,116.46,112.94,104.0,15.97,99.09,8.56,85.93,97.57,116.46,111.27,,151.34,99.09,99.09,97.57,96.85,124.85,20.57,108.37,68.44,116.46,107.74,110.46,113.15,68.44,8.36,116.52,Daily (1 year),19 Oct 23 (Thu)
2023-10-20,138.03,10.09,97.3,85.43,102.4,102.79,91.61,19.17,61.31,17.61,84.49,85.12,102.35,103.18,,138.03,61.31,61.31,85.12,90.17,109.17,25.2,81.49,25.12,102.93,98.21,102.85,103.27,25.12,10.09,101.26,Daily (1 year),20 Oct 23 (Fri)
2023-10-21,136.44,9.49,59.24,47.34,65.86,57.51,55.84,38.35,59.95,11.58,42.04,53.46,70.96,59.49,,136.44,59.95,59.95,53.46,50.9,71.05,30.84,91.25,67.69,59.47,67.67,59.27,56.52,67.69,9.49,62.62,Daily (1 year),21 Oct 23 (Sat)
2023-10-22,128.7,29.24,71.16,70.33,77.62,72.44,71.37,45.35,89.79,31.19,68.51,69.36,80.84,73.64,,128.7,89.79,89.79,69.36,72.06,73.25,35.03,98.02,85.3,73.38,65.17,74.46,72.01,85.3,29.24,67.18,Daily (1 year),22 Oct 23 (Sun)
2023-10-23,171.15,67.18,126.14,121.05,138.48,134.43,127.47,118.1,171.15,104.11,115.81,124.98,138.28,134.41,,145.28,171.15,171.15,124.98,123.39,123.07,67.18,129.42,126.07,138.48,129.51,131.03,134.15,126.07,77.88,127.55,Daily (1 year),23 Oct 23 (Mon)
2023-10-24,139.92,48.1,121.63,115.91,125.13,124.67,120.66,67.46,139.79,86.62,115.7,117.78,125.06,125.44,,139.92,139.79,139.79,117.78,115.09,130.3,49.41,125.31,99.34,125.13,127.17,124.48,124.23,99.34,48.1,119.74,Daily (1 year),24 Oct 23 (Tue)
2023-10-25,135.86,35.82,122.66,119.68,123.49,122.98,123.64,86.61,125.81,58.82,107.97,123.71,123.26,123.66,,135.86,125.81,125.81,123.71,124.47,122.02,47.07,125.02,66.89,123.49,123.66,124.02,122.66,66.89,35.82,125.24,Daily (1 year),25 Oct 23 (Wed)
2023-10-26,142.48,49.39,122.37,121.48,126.46,125.14,123.2,87.52,133.65,53.56,119.76,122.28,126.26,126.77,,142.48,133.65,133.65,122.28,123.69,121.65,58.12,128.13,49.39,126.46,125.21,125.44,124.58,49.39,54.63,122.88,Daily (1 year),26 Oct 23 (Thu)
2023-10-27,154.78,26.57,115.93,114.11,119.64,117.84,117.83,111.95,154.78,86.03,98.78,116.32,106.9,120.12,,124.38,154.78,154.78,116.32,116.73,118.56,76.27,129.85,26.57,119.64,119.11,121.82,116.74,26.57,78.85,115.39,Daily (1 year),27 Oct 23 (Fri)
2023-10-28,141.31,5.87,77.23,53.09,90.63,89.82,81.39,71.66,141.31,67.19,43.74,77.61,102.89,86.1,,107.67,141.31,141.31,77.61,65.61,95.75,61.64,108.2,5.87,88.01,89.41,86.47,91.8,5.87,62.1,74.71,Daily (1 year),28 Oct 23 (Sat)
2023-10-29,120.11,12.6,32.42,19.67,48.8,37.63,28.87,27.1,47.53,30.84,16.36,23.7,117.11,43.52,,120.11,47.53,47.53,23.7,25.77,96.28,37.58,44.37,12.6,43.99,78.93,43.49,34.34,12.85,30.84,36.91,Daily (1 year),29 Oct 23 (Sun)
2023-10-30,121.62,37.23,99.85,96.08,111.33,101.17,98.11,70.08,92.1,74.71,95.46,96.14,111.71,100.82,,121.62,92.1,92.1,96.14,97.3,95.61,65.23,96.35,37.23,102.98,110.47,99.49,101.08,37.23,59.14,100.41,Daily (1 year),30 Oct 23 (Mon)
2023-10-31,121.43,47.48,105.91,109.9,104.16,106.49,104.99,102.2,79.19,50.37,107.85,104.09,104.76,105.91,,121.43,79.19,79.19,104.09,117.12,111.21,72.23,98.19,94.26,104.16,101.93,105.07,106.36,103.06,47.48,103.2,Daily (1 year),31 Oct 23 (Tue)
2023-11-01,127.91,4.01,59.83,47.56,107.1,67.28,59.69,58.64,50.86,15.82,36.72,61.06,127.91,61.97,118.28,99.39,50.86,50.86,61.06,58.57,92.18,48.45,64.43,4.01,107.1,74.19,56.45,62.17,4.01,39.39,66.09,Daily (1 year),01 Nov 23 (Wed)
2023-11-01,138.19,63.38,93.64,91.53,102.89,96.65,92.85,85.64,105.34,69.77,89.02,91.18,105.46,99.43,138.19,121.78,105.34,105.34,91.18,94.46,103.4,76.72,98.43,63.38,102.21,96.12,96.01,95.79,63.57,68.25,103.24,Monthly,Nov 23
2023-11-02,126.36,4.37,67.33,59.04,111.86,79.19,63.37,48.32,71.95,44.09,57.29,59.51,126.36,89.12,113.09,108.14,71.95,71.95,59.51,67.54,100.88,46.37,67.4,4.37,110.58,94.72,70.04,71.66,4.37,40.09,56.79,Daily (1 year),02 Nov 23 (Thu)
2023-11-03,106.09,5.81,60.1,58.68,80.06,68.49,61.45,41.27,56.27,16.24,58.38,57.85,80.06,68.47,106.09,80.06,56.27,56.27,57.85,60.45,87.03,36.57,81.54,5.81,71.19,76.02,65.1,68.0,5.81,14.85,70.47,Daily (1 year),03 Nov 23 (Fri)
2023-11-04,116.71,1.34,24.04,24.18,47.74,28.03,25.03,21.78,23.06,4.94,23.01,23.27,48.0,29.95,116.71,75.69,23.06,23.06,23.27,27.97,66.22,27.83,51.8,1.34,33.33,41.41,28.25,26.43,1.34,7.55,25.4,Daily (1 year),04 Nov 23 (Sat)
2023-11-05,115.71,5.61,30.48,25.69,27.79,29.84,30.68,37.87,34.42,21.96,19.85,29.66,29.28,31.77,115.71,64.72,34.42,34.42,29.66,40.09,32.14,40.32,46.93,5.61,24.69,20.25,32.04,29.9,5.61,23.88,21.7,Daily (1 year),05 Nov 23 (Sun)
2023-11-06,112.64,57.98,79.29,77.08,103.43,87.55,75.33,72.59,91.52,66.73,76.81,75.21,107.21,90.8,112.64,104.49,91.52,91.52,75.21,79.49,75.65,71.25,66.59,57.98,103.43,73.98,77.75,83.58,57.98,64.23,77.17,Daily (1 year),06 Nov 23 (Mon)
2023-11-07,135.09,83.29,103.67,102.01,128.39,112.66,100.77,91.11,117.95,99.92,101.76,99.4,135.09,111.0,123.84,124.67,117.95,117.95,99.4,102.5,120.78,89.39,96.87,98.01,128.39,118.09,102.39,110.26,98.35,83.29,105.27,Daily (1 year),07 Nov 23 (Tue)
2023-11-08,133.29,64.68,92.06,91.87,103.54,94.94,89.75,71.64,127.25,64.68,91.89,89.78,115.43,94.68,107.75,133.29,127.25,127.25,89.78,94.08,107.07,71.52,93.68,89.63,103.54,101.17,91.44,93.64,90.77,64.68,101.83,Daily (1 year),08 Nov 23 (Wed)
2023-11-09,135.74,43.37,97.51,99.09,106.74,99.47,96.87,78.25,94.31,73.88,97.8,96.89,109.53,98.43,112.46,135.74,94.31,94.31,96.89,102.45,109.81,68.14,92.49,70.7,105.86,106.72,96.12,98.48,70.7,43.37,110.54,Daily (1 year),09 Nov 23 (Thu)
2023-11-10,130.76,40.54,99.89,95.18,105.24,100.33,97.15,83.37,91.97,42.3,94.42,95.02,130.76,99.56,124.88,125.95,91.97,91.97,95.02,96.63,103.87,59.31,96.87,52.47,105.22,93.29,98.89,99.6,52.47,40.54,111.13,Daily (1 year),10 Nov 23 (Fri)
2023-11-11,125.54,8.12,96.87,96.89,100.63,96.89,96.77,96.89,90.55,25.49,96.89,96.89,100.63,96.83,125.54,105.45,90.55,90.55,96.89,96.89,100.25,67.02,96.29,8.12,97.1,91.62,96.8,96.87,8.12,28.23,100.69,Daily (1 year),11 Nov 23 (Sat)
2023-11-12,122.82,22.5,96.09,96.14,99.24,95.96,97.2,98.06,93.59,29.86,84.5,98.06,99.25,96.5,117.13,122.82,93.59,93.59,98.06,98.57,101.03,68.83,97.22,22.5,96.63,92.76,96.74,95.55,22.5,31.46,99.12,Daily (1 year),12 Nov 23 (Sun)
2023-11-13,129.9,48.73,103.28,81.14,129.28,113.72,96.63,85.7,104.7,69.62,72.9,91.51,129.9,127.53,103.91,126.37,104.7,104.7,91.51,90.03,119.97,71.12,112.87,48.73,129.28,119.58,99.38,107.88,52.36,66.33,112.32,Daily (1 year),13 Nov 23 (Mon)
2023-11-14,125.59,67.49,75.73,69.26,104.87,84.33,76.26,69.9,101.3,101.3,68.49,68.47,109.84,84.37,104.85,125.59,101.3,101.3,68.47,72.11,100.33,72.51,89.17,68.75,104.87,90.81,77.19,80.54,68.75,67.49,108.11,Daily (1 year),14 Nov 23 (Tue)
2023-11-15,121.11,94.13,102.01,96.71,114.83,104.33,102.06,102.58,105.3,105.3,94.13,102.59,115.77,102.79,115.79,121.11,105.3,105.3,102.59,100.22,107.82,100.93,101.87,94.9,114.36,101.14,101.36,103.12,94.9,102.29,110.1,Daily (1 year),15 Nov 23 (Wed)
2023-11-16,161.8,102.56,116.81,116.8,115.02,119.26,118.01,117.7,132.37,131.9,106.12,118.49,114.12,118.68,161.8,137.12,132.37,132.37,118.49,121.71,134.9,116.45,120.52,102.56,123.09,121.35,118.33,119.15,102.71,116.74,121.57,Daily (1 year),16 Nov 23 (Thu)
2023-11-17,161.8,114.95,121.39,121.51,118.07,117.41,121.09,121.02,119.78,116.77,121.26,121.53,116.38,121.19,161.8,125.74,119.78,119.78,121.53,121.77,119.54,115.92,122.41,118.19,118.07,114.95,121.29,123.51,118.19,116.61,121.29,Daily (1 year),17 Nov 23 (Fri)
2023-11-18,161.8,61.35,89.61,84.09,61.35,87.06,90.09,87.97,99.31,89.27,81.7,87.59,61.35,94.16,161.8,128.63,99.31,99.31,87.59,86.78,92.58,86.72,105.47,87.69,61.35,87.09,94.55,88.82,87.69,87.34,97.78,Daily (1 year),18 Nov 23 (Sat)
2023-11-19,161.8,38.8,42.91,39.33,44.8,43.61,42.47,56.45,66.91,64.64,38.8,40.24,47.39,44.45,161.8,122.35,66.91,66.91,40.24,40.24,61.04,65.17,83.53,71.71,42.72,45.92,44.65,43.2,71.71,64.64,71.57,Daily (1 year),19 Nov 23 (Sun)
2023-11-20,161.8,91.82,107.47,105.22,112.75,110.39,108.52,107.18,118.78,118.59,100.87,107.52,113.48,115.18,161.8,134.19,118.78,118.78,107.52,107.06,113.28,105.63,116.16,91.82,113.26,108.67,114.03,108.85,92.19,106.66,106.44,Daily (1 year),20 Nov 23 (Mon)
2023-11-21,286.54,40.56,122.63,120.36,123.96,123.08,123.06,122.87,286.54,286.42,118.56,123.1,123.72,124.02,161.8,128.52,286.54,286.54,123.1,122.22,132.8,116.29,124.5,40.56,123.96,126.18,123.87,122.68,40.56,119.86,124.67,Daily (1 year),21 Nov 23 (Tue)
2023-11-22,161.8,29.7,107.42,110.22,120.08,109.53,109.34,66.96,116.32,38.84,108.23,108.31,121.39,117.06,161.8,134.97,116.32,116.32,108.31,110.64,116.04,59.82,118.74,29.7,120.08,110.17,115.26,108.92,29.7,37.96,122.87,Daily (1 year),22 Nov 23 (Wed)
2023-11-23,161.8,26.0,83.32,86.68,113.62,98.64,81.31,33.14,60.57,59.29,80.83,59.0,119.28,112.48,161.8,132.94,60.57,60.57,59.0,88.48,108.39,49.67,71.89,52.72,113.62,97.85,106.47,94.19,52.72,26.0,119.65,Daily (1 year),23 Nov 23 (Thu)
2023-11-24,161.8,-202.29,80.84,77.56,100.9,91.4,78.77,47.07,83.63,-202.29,75.94,67.06,118.73,101.13,161.8,132.66,83.63,83.63,67.06,86.01,90.29,56.0,83.68,67.72,100.9,92.59,100.72,87.74,67.72,19.43,126.74,Daily (1 year),24 Nov 23 (Fri)
2023-11-25,161.8,67.1,94.75,97.32,98.53,95.34,93.33,93.88,95.34,75.7,97.39,95.97,98.86,94.47,161.8,122.15,95.34,95.34,95.97,98.0,90.88,75.41,98.57,89.26,97.72,82.42,94.21,95.25,89.26,67.1,119.64,Daily (1 year),25 Nov 23 (Sat)
2023-11-26,161.8,90.84,106.13,116.82,90.84,92.81,102.0,115.81,119.86,119.62,117.28,115.86,90.84,99.4,161.8,135.36,119.86,119.86,115.86,116.67,107.62,94.35,104.08,117.03,90.84,98.76,100.67,100.12,117.03,103.56,116.85,Daily (1 year),26 Nov 23 (Sun)
2023-11-27,161.8,86.33,116.89,116.26,127.51,122.5,115.87,110.32,132.16,101.07,115.45,113.61,127.51,120.59,161.8,136.5,132.16,132.16,113.61,114.27,120.3,86.33,125.15,106.94,129.86,116.89,120.19,121.41,106.94,96.54,127.95,Daily (1 year),27 Nov 23 (Mon)
2023-11-28,161.8,37.62,122.88,123.71,107.2,122.73,123.24,121.11,136.9,37.62,123.64,122.8,106.08,125.03,161.8,129.74,136.9,136.9,122.8,123.14,118.41,92.74,128.78,108.96,113.84,102.96,125.06,123.65,108.96,100.22,132.39,Daily (1 year),28 Nov 23 (Tue)
2023-11-29,168.18,84.18,140.75,140.55,131.88,137.69,141.03,140.71,168.18,130.8,140.75,140.29,118.6,142.23,161.8,144.37,168.18,168.18,140.29,140.44,116.46,106.9,141.96,84.18,131.88,119.54,142.46,141.87,84.18,117.81,143.28,Daily (1 year),29 Nov 23 (Wed)
2023-11-30,169.17,99.56,167.34,168.91,149.49,165.13,168.28,168.9,168.64,142.87,168.88,168.85,121.04,169.17,161.8,154.66,168.64,168.64,168.85,168.92,154.33,134.59,151.58,99.56,149.49,162.43,168.71,166.77,99.56,149.35,167.73,Daily (1 year),30 Nov 23 (Thu)
2023-12-01,160.05,87.16,155.0,155.94,89.79,141.91,156.63,159.47,157.98,111.02,155.63,156.33,89.79,160.05,,143.07,157.98,157.98,156.33,156.14,119.02,127.25,144.35,95.51,89.79,87.16,159.3,151.15,96.19,136.67,159.96,Daily (1 year),01 Dec 23 (Fri)
2023-12-01,115.45,68.33,73.03,69.26,81.41,75.89,73.04,69.95,88.91,76.19,68.33,68.38,102.2,81.57,,115.45,88.91,88.91,68.38,73.04,105.75,74.66,80.08,72.15,80.81,77.2,76.98,75.48,72.12,69.32,80.97,Monthly,Dec 23
2023-12-02,137.17,76.52,113.73,117.09,98.29,94.11,110.17,116.54,137.17,114.19,117.35,116.53,98.39,110.15,,114.81,137.17,137.17,116.53,116.4,76.52,102.63,112.94,82.42,98.29,81.2,110.7,116.71,82.42,107.53,121.44,Daily (1 year),02 Dec 23 (Sat)
2023-12-03,134.13,78.27,103.66,104.4,88.65,88.4,99.34,104.51,134.13,104.35,104.66,104.12,89.11,99.72,,114.51,134.13,134.13,104.12,104.22,100.16,100.07,100.75,78.27,88.65,99.41,99.97,104.66,78.27,101.74,113.89,Daily (1 year),03 Dec 23 (Sun)
2023-12-04,156.21,78.61,117.35,111.54,123.46,120.35,117.43,127.39,156.21,156.21,111.84,111.63,122.23,123.11,,136.08,156.21,156.21,111.63,111.42,131.0,134.99,123.2,78.61,123.46,128.62,124.31,119.25,78.61,151.9,122.79,Daily (1 year),04 Dec 23 (Mon)
2023-12-05,173.48,112.59,122.92,114.02,131.6,127.51,121.69,132.14,173.48,173.48,113.8,114.56,126.03,131.26,,132.71,173.48,173.48,114.56,114.47,132.26,143.25,123.77,112.59,131.6,124.95,133.57,125.69,113.31,159.86,125.63,Daily (1 year),05 Dec 23 (Tue)
2023-12-06,135.32,105.97,129.58,128.35,129.79,129.68,129.72,130.45,135.28,133.15,128.8,129.72,129.13,129.79,,131.24,135.28,135.28,129.72,126.78,135.32,130.21,125.41,105.97,129.79,132.02,129.85,129.61,105.97,130.88,134.82,Daily (1 year),06 Dec 23 (Wed)
2023-12-07,129.33,82.7,116.46,105.97,120.66,117.88,117.72,116.1,129.33,100.64,104.58,116.1,119.01,119.76,,122.36,129.33,129.33,116.1,103.32,122.16,105.22,125.89,82.7,120.66,120.27,120.53,116.99,82.7,111.52,119.51,Daily (1 year),07 Dec 23 (Thu)
2023-12-08,135.35,21.91,106.16,103.14,108.76,107.45,105.89,102.32,135.35,98.15,102.61,104.01,107.96,108.65,,119.34,135.35,135.35,104.01,103.85,108.71,93.55,116.88,21.91,108.76,105.21,109.3,106.87,21.91,95.98,109.79,Daily (1 year),08 Dec 23 (Fri)
2023-12-09,118.41,35.16,86.72,74.34,93.06,89.56,87.16,75.72,104.11,66.21,73.25,75.86,102.73,94.45,,118.41,104.11,104.11,75.86,76.26,97.17,72.32,109.27,35.16,93.06,88.51,92.87,87.84,35.16,65.49,93.01,Daily (1 year),09 Dec 23 (Sat)
2023-12-10,102.41,38.88,62.81,49.62,77.31,68.42,65.42,58.41,84.73,81.22,45.39,55.9,100.7,79.23,,102.41,84.73,84.73,55.9,55.49,89.08,64.54,82.14,39.15,77.31,69.3,71.84,64.73,38.88,62.07,79.79,Daily (1 year),10 Dec 23 (Sun)
2023-12-11,131.27,75.92,93.75,81.37,109.91,101.92,93.93,86.94,131.27,131.19,82.28,81.29,119.35,109.48,,120.15,131.27,131.27,81.29,81.27,108.43,86.87,106.82,75.92,109.91,109.13,103.99,98.87,75.92,86.91,100.96,Daily (1 year),11 Dec 23 (Mon)
2023-12-12,149.31,68.89,108.83,93.61,126.48,116.52,108.6,111.47,149.31,149.31,87.72,105.53,125.21,123.07,,119.4,149.31,149.31,105.53,102.27,115.57,106.04,127.45,68.89,126.48,113.13,119.11,113.42,68.89,119.81,107.66,Daily (1 year),12 Dec 23 (Tue)
2023-12-13,124.39,57.5,98.88,91.58,110.95,102.73,97.65,97.2,124.39,124.39,91.0,93.12,108.32,103.67,,110.61,124.39,124.39,93.12,92.2,114.43,96.08,117.51,57.5,110.95,103.0,104.79,100.61,57.5,103.59,100.59,Daily (1 year),13 Dec 23 (Wed)
2023-12-14,133.39,68.55,106.26,98.79,106.17,105.99,107.19,113.89,133.39,133.39,94.54,107.49,105.89,106.98,,119.18,133.39,133.39,107.49,100.85,111.47,97.52,109.02,68.69,106.17,105.02,107.34,105.6,68.55,119.92,105.59,Daily (1 year),14 Dec 23 (Thu)
2023-12-15,133.09,74.07,93.91,92.47,96.09,94.5,93.65,87.67,133.09,132.04,92.51,92.45,97.15,95.67,,105.71,133.09,133.09,92.45,92.49,104.11,75.63,99.53,74.07,96.09,93.3,95.87,94.31,74.07,86.77,95.64,Daily (1 year),15 Dec 23 (Fri)
2023-12-16,89.69,14.28,71.42,73.17,80.26,73.44,70.0,40.54,65.14,14.28,73.58,69.78,82.84,73.77,,89.69,65.14,65.14,69.78,74.65,87.79,44.39,70.81,80.3,80.26,80.32,71.49,72.52,80.3,14.28,78.26,Daily (1 year),16 Dec 23 (Sat)
2023-12-17,105.62,4.55,57.48,56.17,67.92,61.61,58.16,26.99,29.21,4.55,58.99,51.03,67.92,66.8,,105.62,29.21,29.21,51.03,54.43,84.48,37.63,48.48,75.8,67.92,59.41,60.67,59.88,75.8,4.55,66.65,Daily (1 year),17 Dec 23 (Sun)
2023-12-18,108.88,15.88,82.51,81.13,94.24,86.73,81.26,42.53,58.72,15.88,83.28,77.74,97.53,89.8,,108.88,58.72,58.72,77.74,78.91,108.61,46.93,75.37,98.43,94.24,89.13,83.29,85.01,98.43,15.88,84.36,Daily (1 year),18 Dec 23 (Mon)
2023-12-19,117.19,17.32,81.16,78.75,99.94,89.89,78.99,54.36,35.01,17.32,80.09,76.73,106.8,100.56,,108.11,35.01,35.01,76.73,77.98,117.19,51.07,75.54,85.17,99.94,101.19,74.35,85.81,85.17,19.43,87.1,Daily (1 year),19 Dec 23 (Tue)
2023-12-20,119.57,49.0,68.9,66.76,95.17,77.39,73.04,55.04,66.04,49.65,66.22,60.85,106.77,80.85,,119.57,66.04,66.04,60.85,71.31,113.73,57.15,75.04,59.72,95.17,84.03,70.69,73.59,59.72,49.0,87.06,Daily (1 year),20 Dec 23 (Wed)
2023-12-21,104.12,24.02,52.6,36.29,101.31,73.4,68.85,28.85,58.35,38.79,36.11,24.02,102.81,86.6,,104.12,58.35,58.35,24.02,55.08,87.13,44.67,69.33,53.35,101.31,68.79,73.11,65.75,53.23,35.34,83.3,Daily (1 year),21 Dec 23 (Thu)
2023-12-22,102.02,22.66,29.72,28.98,75.66,41.55,26.59,24.1,35.89,25.06,27.62,22.66,96.96,41.7,,102.02,35.89,35.89,22.66,39.54,76.1,44.54,39.29,51.77,74.45,54.0,29.51,35.56,51.77,25.06,72.49,Daily (1 year),22 Dec 23 (Fri)
2023-12-23,101.6,18.83,29.56,23.95,27.69,29.68,30.29,36.05,35.68,35.65,18.83,30.74,86.41,32.71,,101.6,35.68,35.68,30.74,29.74,80.61,44.44,31.99,47.78,27.69,37.99,31.18,29.24,47.78,35.3,38.7,Daily (1 year),23 Dec 23 (Sat)
2023-12-24,116.25,-3.54,3.74,-0.16,38.09,19.45,0.49,20.55,40.09,39.13,0.6,-3.54,108.04,43.49,,116.25,40.09,40.09,-3.54,3.25,97.17,42.77,34.07,69.27,38.09,20.14,19.51,12.5,69.27,39.03,6.68,Daily (1 year),24 Dec 23 (Sun)
